Medicion,Aceleracion_X,Aceleracion_Y,Aceleracion_Z
2791,1.77,-1.00,10.52
2792,3.18,1.19,11.65
2793,1.71,0.92,12.32
2794,1.29,0.11,12.74
2795,3.21,2.66,6.99
2796,1.19,-0.12,10.22
2797,1.72,2.69,8.68
2798,2.04,1.41,10.37
2799,2.01,1.16,8.23
2800,5.20,0.91,7.12
2801,0.85,0.02,11.37
2802,0.94,-0.21,7.80
2803,2.49,0.23,10.26
2804,2.38,-0.88,7.74
2805,2.09,-0.49,9.67
2806,1.83,0.75,13.18
2807,1.69,-0.63,13.35
2808,0.58,0.66,12.67
2809,3.00,0.41,8.08
2810,2.38,0.96,8.33
2811,1.49,-2.56,9.20
2812,2.86,-0.64,9.38
2813,1.00,1.39,11.28
2814,2.39,0.12,5.43
2815,2.35,1.05,9.35
2816,1.69,1.37,9.33
2817,4.86,2.20,7.59
2818,3.00,0.61,7.77
2819,2.41,0.53,11.69
2820,1.15,-1.11,10.10
2821,0.90,-1.91,10.81
2822,1.29,0.10,11.57
2823,1.94,-1.40,11.42
2824,3.43,-0.25,13.43
2825,2.01,-1.29,10.27
2826,1.59,0.32,10.17
2827,2.78,0.45,7.92
2828,2.66,-1.19,7.75
2829,0.92,-0.92,9.92
2830,2.89,1.40,6.98
2831,1.51,0.11,9.39
2832,2.65,-2.10,8.49
2833,1.75,-1.23,9.83
2834,2.10,-1.08,10.13
2835,2.09,-0.21,7.79
2836,1.65,0.53,7.98
2837,1.16,0.91,8.91
2838,3.72,-1.32,8.22
2839,2.85,-1.32,7.03
2840,2.20,-2.53,9.91
2841,1.85,-0.46,10.43
2842,2.65,-0.78,7.03
2843,2.97,-1.17,8.00
2844,2.81,1.43,10.49
2845,1.99,-0.38,9.80
2846,2.39,0.35,7.90
2847,2.89,-0.28,8.81
2848,1.28,-0.05,10.49
2849,3.38,0.05,9.78
2850,0.90,-0.10,14.12
2851,2.66,-0.45,9.83
2852,2.11,-0.04,9.79
2853,2.08,-1.83,6.91
2854,2.53,-0.73,9.42
2855,2.47,-1.52,8.74
2856,2.37,-2.36,8.49
2857,2.53,-0.58,10.34
2858,1.95,-2.06,11.76
2859,1.62,-1.89,11.44
2860,2.35,-0.58,8.15
2861,1.67,1.10,10.16
2862,1.67,0.80,10.21
2863,2.12,-0.82,10.26
2864,2.67,0.47,9.38
2865,2.87,-1.09,8.94
2866,1.38,-0.83,10.82
2867,1.34,-0.59,10.30
2868,1.86,0.31,10.44
2869,1.67,-0.10,13.73
2870,2.97,-0.12,10.08
2871,0.62,-0.81,10.46
2872,1.84,-0.83,9.96
2873,2.69,-1.89,6.90
2874,2.24,-0.34,6.47
2875,4.04,0.09,9.23
2876,1.41,-0.47,12.44
2877,3.03,-0.94,5.93
2878,2.34,-0.97,8.98
2879,1.93,0.88,9.04
2880,1.56,-1.47,8.17
2881,2.53,1.03,6.24
2882,2.56,0.30,8.16
2883,1.65,-0.57,5.08
2884,2.18,0.27,10.14
2885,1.42,0.18,9.17
2886,2.09,0.88,9.25
2887,2.10,-1.25,10.27
2888,2.00,-1.43,9.33
2889,2.70,-0.60,9.01
2890,2.65,-0.63,10.18
2891,0.82,-0.57,12.13
2892,1.74,0.13,11.15
2893,2.11,-0.35,9.81
2894,2.33,-0.39,10.48
2895,2.13,0.32,9.39
2896,2.31,-0.17,10.47
2897,2.39,0.50,9.02
2898,1.71,-0.43,8.77
2899,2.39,-0.60,10.78
2900,2.22,0.11,9.22
2901,2.33,1.30,9.85
2902,2.89,0.34,9.04
2903,1.20,-0.11,10.96
2904,2.14,-0.36,10.97
2905,2.94,1.01,6.45
2906,2.94,0.38,7.13
2907,1.91,-0.07,7.61
2908,2.14,-0.32,10.11
2909,2.74,0.12,9.21
2910,1.87,-1.19,8.84
2911,1.41,0.33,9.92
2912,2.01,0.99,9.28
2913,1.87,0.36,10.26
2914,2.28,0.47,9.08
2915,2.65,0.58,9.28
2916,1.91,0.36,9.33
2917,3.41,0.94,8.48
2918,3.13,0.59,9.28
2919,2.67,-0.39,10.12
2920,2.75,0.29,9.70
2921,2.68,0.83,10.10
2922,3.19,-0.63,9.45
2923,3.17,-0.05,9.34
2924,3.79,1.75,6.67
2925,3.02,0.68,7.91
2926,3.82,1.67,8.43
2927,4.18,-0.09,8.22
2928,3.82,1.23,8.58
2929,4.38,0.18,8.63
2930,3.90,0.93,8.86
2931,4.24,0.06,8.79
2932,4.21,-0.16,9.64
2933,3.73,0.50,9.65
2934,3.48,-0.54,12.72
2935,4.38,1.05,8.90
2936,4.34,0.16,9.75
2937,3.51,0.69,8.49
2938,3.73,0.63,11.54
2939,2.54,-0.15,10.78
2940,4.79,0.52,11.18
2941,3.13,0.57,8.54
2942,7.66,1.56,7.74
2943,2.76,-0.62,12.24
2944,2.42,0.83,10.81
2945,2.88,-0.19,8.53
2946,4.53,2.43,10.85
2947,3.67,1.76,8.04
2948,2.83,0.28,9.42
2949,4.14,-0.50,8.99
2950,7.25,0.11,2.01
2951,4.67,0.07,7.68
2952,2.06,-0.22,9.59
2953,3.21,-0.48,7.70
2954,3.37,0.03,9.52
2955,2.44,0.61,10.00
2956,2.85,1.01,9.65
2957,1.49,1.11,13.35
2958,2.48,1.10,9.34
2959,3.09,-0.04,9.96
2960,3.90,0.86,8.50
2961,3.20,0.31,8.83
2962,3.21,1.06,9.79
2963,1.15,-0.40,8.51
2964,1.59,-0.05,8.22
2965,3.28,-0.60,6.90
2966,2.09,0.56,10.18
2967,1.39,1.74,9.47
2968,2.25,0.84,9.00
2969,1.68,0.43,10.47
2970,1.31,-0.02,10.14
2971,1.37,0.17,9.77
2972,2.38,1.70,9.96
2973,2.16,0.04,10.17
2974,2.27,0.29,6.94
2975,2.66,0.02,9.64
2976,2.20,0.97,9.25
2977,2.55,-0.22,10.66
2978,2.39,0.06,7.68
2979,3.26,0.99,8.17
2980,3.15,0.41,8.05
2981,2.22,-0.15,8.55
2982,3.07,-0.32,11.55
2983,-0.57,0.34,7.05
2984,2.92,1.93,9.92
2985,2.44,0.30,10.29
2986,2.25,0.12,9.90
2987,2.68,1.44,9.90
2988,3.92,-0.33,9.12
2989,2.01,0.78,12.99
2990,1.36,0.66,10.20
2991,2.38,0.35,10.51
2992,3.08,0.59,10.15
2993,2.73,0.71,10.75
2994,2.51,0.64,10.55
2995,2.15,-0.10,9.55
2996,1.67,0.47,9.05
2997,3.18,-0.97,10.19
2998,1.81,0.31,6.97
2999,3.25,-0.82,8.37
3000,2.88,0.56,9.72
3001,2.46,-0.10,9.51
3002,2.72,0.78,9.40
3003,1.29,0.88,9.21
3004,1.03,0.24,9.05
3005,3.38,0.30,9.05
3006,2.44,1.37,8.82
3007,2.08,-0.25,11.80
3008,1.72,-0.02,9.19
3009,2.66,0.00,8.57
3010,1.30,-0.20,8.59
3011,2.04,1.16,8.91
3012,3.50,-0.73,10.69
3013,3.34,-0.88,10.47
3014,2.86,1.54,9.21
3015,2.29,-1.42,10.52
3016,1.76,0.51,9.53
3017,0.86,0.62,10.63
3018,1.38,0.09,8.37
3019,2.22,0.22,9.43
3020,0.42,0.20,10.62
3021,2.21,0.23,9.23
3022,2.02,-0.34,12.66
3023,1.24,1.13,9.32
3024,2.12,1.40,7.67
3025,2.77,-0.60,9.33
3026,0.63,0.50,11.25
3027,1.43,0.58,8.31
3028,3.05,-0.24,10.36
3029,2.15,-0.33,9.91
3030,0.29,-0.00,9.73
3031,2.38,0.09,7.99
3032,1.65,-1.05,11.99
3033,2.89,0.97,5.77
3034,1.97,-0.97,6.68
3035,2.54,-0.24,9.01
3036,2.93,0.04,6.08
3037,-0.18,0.35,14.24
3038,2.32,-0.73,12.85
3039,1.46,-0.27,6.72
3040,1.68,-0.69,5.64
3041,2.68,0.34,10.27
3042,3.23,0.25,11.10
3043,3.98,0.02,8.19
3044,0.09,-0.76,7.93
3045,1.62,-1.41,7.89
3046,2.30,0.56,10.59
3047,1.28,1.01,11.60
3048,3.04,1.25,8.31
3049,2.25,-1.55,11.06
3050,0.81,1.81,11.65
3051,1.78,0.29,10.76
3052,2.15,1.20,9.74
3053,2.51,0.78,9.31
3054,2.29,1.62,8.17
3055,1.30,0.62,9.77
3056,1.89,1.92,10.46
3057,1.38,1.08,8.45
3058,1.66,-0.47,7.92
3059,2.95,0.32,10.15
3060,3.18,1.66,10.07
3061,2.51,0.33,7.69
3062,2.03,2.87,13.99
3063,1.18,0.51,9.58
3064,2.32,0.46,8.36
3065,2.38,-0.06,5.77
3066,2.70,1.99,10.70
3067,0.63,1.86,10.43
3068,2.53,0.97,5.96
3069,4.12,0.78,5.04
3070,4.03,0.67,8.41
3071,0.43,0.50,14.61
3072,2.24,0.94,10.27
3073,0.14,2.32,13.26
3074,3.51,1.20,7.66
3075,1.87,1.11,9.30
3076,3.04,0.08,9.71
3077,2.33,-0.28,9.93
3078,2.41,-0.67,11.14
3079,1.59,-1.47,9.81
3080,2.54,0.29,12.38
3081,2.37,0.15,12.18
3082,2.12,-1.67,7.98
3083,1.77,0.31,8.65
3084,1.03,0.45,10.04
3085,3.35,0.23,6.30
3086,1.85,0.75,7.58
3087,3.62,1.16,7.72
3088,1.36,0.83,9.79
3089,1.72,-1.18,8.06
3090,1.88,-0.86,13.26
3091,1.63,-0.52,9.06
3092,1.69,0.06,9.12
3093,1.88,0.75,11.23
3094,1.92,1.19,8.78
3095,2.20,0.75,6.99
3096,4.09,1.95,6.55
3097,2.14,0.97,9.95
3098,2.31,0.86,9.49
3099,0.30,0.10,12.46
3100,2.06,1.51,6.05
3101,2.60,-0.13,10.99
3102,0.78,-0.11,8.85
3103,1.57,1.81,5.78
3104,1.98,0.92,9.68
3105,2.87,1.70,11.60
3106,3.48,1.64,11.29
3107,2.52,0.05,10.14
3108,2.33,0.38,9.44
3109,2.98,-0.27,9.45
3110,1.54,1.72,10.35
3111,2.76,2.72,7.81
3112,3.12,2.62,8.15
3113,2.09,2.05,9.54
3114,3.68,0.61,6.81
3115,2.37,0.35,10.77
3116,2.30,1.88,11.37
3117,3.20,3.00,10.82
3118,1.62,1.43,9.16
3119,1.75,1.04,7.71
3120,1.39,0.19,11.98
3121,2.13,0.95,9.88
3122,2.30,0.67,8.86
3123,2.20,0.60,9.64
3124,2.13,0.88,9.08
3125,2.21,0.43,9.10
3126,1.59,-0.30,8.58
3127,2.13,0.65,7.72
3128,3.15,0.78,7.81
3129,1.35,0.03,9.91
3130,0.72,1.09,9.45
3131,3.29,1.26,9.88
3132,2.04,-0.42,9.26
3133,2.30,-0.58,10.26
3134,2.18,0.99,9.89
3135,1.16,0.86,8.06
3136,2.66,-1.23,9.97
3137,1.98,-0.73,8.77
3138,1.21,-0.40,10.70
3139,2.07,0.73,10.66
3140,1.36,-0.46,10.02
3141,0.51,-1.21,10.05
3142,2.52,-1.21,8.58
3143,2.06,-0.59,7.84
3144,1.42,1.00,10.84
3145,2.08,-0.19,9.90
3146,1.98,-1.49,9.28
3147,1.73,-2.15,9.43
3148,1.90,-1.09,10.83
3149,2.04,-1.08,9.79
3150,1.25,-1.99,8.06
3151,1.75,-1.57,10.27
3152,0.82,-3.15,8.56
3153,2.12,-1.24,7.35
3154,2.01,-2.19,10.76
3155,2.17,-1.00,11.77
3156,1.45,-0.98,10.34
3157,2.07,-0.93,9.68
3158,2.60,-2.63,8.48
3159,2.09,-2.42,9.36
3160,1.58,-0.50,9.51
3161,2.82,-0.09,9.46
3162,2.37,-1.81,10.15
3163,3.20,-1.05,8.98
3164,1.88,-0.41,11.79
3165,2.57,-0.34,7.73
3166,3.03,-1.38,10.08
3167,1.66,-0.73,12.48
3168,2.20,-0.35,10.57
3169,1.72,1.09,9.06
3170,2.37,0.10,10.21
3171,3.62,-1.24,7.58
3172,3.02,-1.17,11.57
3173,2.70,-1.37,11.21
3174,3.21,-2.10,8.95
3175,1.85,0.69,9.54
3176,3.08,1.84,6.73
3177,4.03,1.20,8.07
3178,2.71,-0.63,8.23
3179,3.04,-0.07,8.98
3180,3.73,-1.05,8.22
3181,4.31,-0.24,10.13
3182,3.26,2.28,9.59
3183,4.09,-0.08,9.56
3184,7.07,2.72,5.17
3185,4.11,0.26,11.49
3186,4.24,0.19,7.21
3187,5.92,1.54,9.15
3188,3.52,1.95,12.01
3189,3.85,2.09,8.99
3190,4.90,1.38,8.00
3191,3.59,-0.33,9.68
3192,2.73,0.35,11.86
3193,1.48,-1.01,6.63
3194,3.50,1.40,10.80
3195,4.13,0.60,8.59
3196,2.44,-0.49,12.06
3197,0.89,1.43,9.91
3198,3.11,-1.01,10.42
3199,4.23,-0.77,8.99
3200,4.87,0.06,10.00
3201,3.83,-0.37,8.74
3202,5.24,0.59,7.40
3203,2.05,1.13,9.41
3204,6.33,3.91,10.44
3205,4.18,-0.23,14.12
3206,2.87,0.74,7.23
3207,3.83,-1.06,12.45
3208,0.52,1.98,13.98
3209,5.30,-0.91,2.45
3210,3.63,-0.43,9.79
3211,2.10,1.60,10.12
3212,2.34,1.28,9.65
3213,2.86,-1.76,7.96
3214,2.43,1.38,10.04
3215,-0.49,0.52,10.64
3216,0.66,1.31,11.19
3217,2.96,1.49,10.55
3218,4.03,1.57,7.05
3219,1.90,0.36,10.78
3220,3.68,0.71,10.64
3221,2.79,-1.37,10.16
3222,1.88,-1.30,11.83
3223,3.64,0.65,7.42
3224,3.11,-0.02,7.45
3225,5.34,-2.12,9.57
3226,-0.58,0.87,13.48
3227,1.50,0.23,5.19
3228,1.52,1.46,14.36
3229,1.70,-0.09,4.64
3230,0.39,-1.20,8.86
3231,3.90,-1.20,7.47
3232,-0.09,-0.91,11.90
3233,0.49,0.47,11.01
3234,-0.45,0.48,11.76
3235,1.74,0.52,7.26
3236,1.28,3.12,3.75
3237,0.63,-0.01,7.52
3238,2.33,-1.30,11.32
3239,1.59,-0.32,9.84
3240,0.24,-0.51,12.54
3241,1.65,1.89,9.44
3242,-1.21,-1.36,10.74
3243,0.88,1.32,8.29
3244,1.64,-0.61,12.49
3245,0.94,-0.37,12.08
3246,1.84,-0.14,11.70
3247,1.00,0.82,9.13
3248,1.29,0.35,10.06
3249,0.70,0.65,7.29
3250,1.49,-0.54,10.73
3251,1.19,0.85,7.00
3252,0.81,1.43,9.56
3253,0.86,-1.01,13.57
3254,2.18,1.35,12.04
3255,-1.97,0.20,13.01
3256,1.88,0.61,10.58
3257,2.56,0.98,6.79
3258,2.15,-0.87,10.71
3259,0.53,-0.39,9.42
3260,2.91,0.51,6.44
3261,-0.38,-1.58,13.94
3262,0.98,0.79,11.51
3263,1.30,0.19,8.45
3264,2.69,-0.82,11.83
3265,1.14,-1.58,12.93
3266,3.05,-0.07,10.15
3267,1.27,-0.70,7.79
3268,1.34,0.23,9.30
3269,2.38,-0.50,8.38
3270,1.25,-0.88,11.04
3271,-0.66,-0.67,7.84
3272,0.86,-0.68,7.31
3273,2.13,-0.70,7.60
3274,-0.21,-1.44,7.40
3275,1.33,-0.22,4.37
3276,-0.50,-0.57,13.99
3277,1.78,0.47,8.56
3278,1.91,-1.47,10.24
3279,0.71,-1.24,6.36
3280,-0.48,-0.72,10.11
3281,0.63,-0.59,8.77
3282,0.72,-0.65,9.49
3283,1.84,0.62,6.67
3284,1.43,-1.48,9.69
3285,0.01,-0.48,9.28
3286,0.44,-0.52,7.88
3287,1.97,-2.32,9.50
3288,1.37,-1.30,7.96
3289,1.87,-1.56,11.31
3290,1.22,-3.00,11.05
3291,1.86,-0.62,10.21
3292,1.15,-0.60,11.72
3293,1.92,-2.73,6.91
3294,1.62,-0.95,10.64
3295,1.60,-0.62,10.49
3296,2.13,-1.02,11.06
3297,2.12,-0.99,8.91
3298,2.31,-0.12,9.39
3299,1.63,0.04,8.52
3300,2.60,1.19,8.35
3301,2.02,0.36,7.94
3302,3.29,-1.85,7.67
3303,3.27,0.58,9.63
3304,1.67,1.36,8.56
3305,2.95,1.13,10.21
3306,3.01,0.28,10.44
3307,1.91,0.23,12.16
3308,1.60,-1.91,9.59
3309,1.59,0.37,10.55
3310,1.87,-0.88,8.40
3311,1.35,-1.17,10.95
3312,2.19,-1.96,9.30
3313,2.81,-1.06,8.42
3314,4.49,-1.28,5.90
3315,2.45,-1.32,7.67
3316,0.89,-0.60,12.04
3317,0.81,-1.09,9.73
3318,2.07,-0.85,7.61
3319,1.82,-2.55,10.29
3320,1.33,-0.72,9.36
3321,1.87,-1.13,9.31
3322,2.01,-1.51,10.54
3323,1.07,-1.79,12.04
3324,1.91,-0.61,7.85
3325,1.46,-0.20,8.74
3326,1.99,-0.86,10.68
3327,2.05,-2.23,7.74
3328,2.45,-2.29,9.79
3329,2.41,-1.68,9.08
3330,2.60,-2.66,7.95
3331,0.88,-0.32,12.68
3332,1.57,-1.39,9.87
3333,2.54,-1.52,8.61
3334,2.39,-0.91,8.31
3335,0.63,0.75,12.19
3336,2.07,-4.38,8.75
3337,0.34,-3.45,8.54
3338,2.15,0.17,7.67
3339,1.37,-1.70,10.24
3340,1.55,-0.80,9.87
3341,2.30,-0.95,8.59
3342,0.67,-0.14,6.87
3343,2.36,-1.81,9.21
3344,0.78,-0.78,13.08
3345,1.49,0.84,9.00
3346,2.39,0.06,8.69
3347,1.27,0.68,10.07
3348,2.10,-0.10,9.71
3349,1.80,0.49,8.10
3350,2.04,-0.13,8.26
3351,1.61,0.62,10.48
3352,2.33,1.60,9.03
3353,2.55,0.06,9.07
3354,2.41,0.68,10.24
3355,3.12,-0.22,9.21
3356,2.92,0.37,9.30
3357,2.33,0.88,10.24
3358,2.79,1.00,9.70
3359,2.62,0.45,9.57
3360,2.50,1.99,8.98
3361,2.57,0.44,7.64
3362,2.37,-0.05,9.10
3363,2.57,-0.44,8.80
3364,2.71,0.41,9.90
3365,2.24,-0.62,8.39
3366,1.81,0.04,11.72
3367,1.51,1.33,9.11
3368,1.33,1.38,9.66
3369,2.03,0.15,9.99
3370,1.18,0.28,10.40
3371,1.07,0.40,11.15
3372,3.13,-0.64,4.18
3373,0.90,-0.98,10.59
3374,1.91,0.77,10.86
3375,1.78,-1.40,9.00
3376,2.32,-0.35,9.53
3377,1.93,0.33,8.49
3378,2.66,0.13,7.79
3379,1.92,-1.45,11.45
3380,1.55,-0.65,9.27
3381,2.48,-0.28,10.95
3382,1.53,-1.10,10.35
3383,0.62,-1.10,10.28
3384,0.62,-0.75,9.60
3385,1.41,-0.68,9.69
3386,1.73,-1.77,9.90
3387,1.63,-0.23,9.07
3388,1.48,-0.95,10.33
3389,1.33,-0.75,9.66
3390,1.21,0.56,9.82
3391,2.32,-0.56,9.39
3392,2.01,-0.76,9.31
3393,0.64,-1.04,10.40
3394,1.12,-0.57,8.84
3395,1.67,0.88,9.93
3396,1.55,-0.74,9.54
3397,1.22,-1.05,8.48
3398,1.41,-1.15,9.31
3399,2.19,-0.41,8.28
3400,1.76,0.51,8.35
3401,1.53,-0.39,8.45
3402,1.44,-0.72,9.66
3403,1.69,1.22,8.61
3404,1.90,0.15,9.61
3405,1.27,0.52,9.86
3406,1.47,0.72,9.20
3407,1.27,0.49,10.44
3408,1.27,0.17,9.97
3409,1.31,-0.47,9.74
3410,1.47,0.88,9.43
3411,1.38,0.59,10.31
3412,1.73,0.57,10.20
3413,1.04,-0.72,10.26
3414,1.66,-0.02,10.10
3415,1.47,1.25,9.97
3416,1.62,0.97,9.89
3417,1.53,0.67,9.91
3418,1.75,0.59,9.09
3419,1.88,0.49,9.42
3420,1.70,0.25,8.32
3421,1.76,0.81,10.07
3422,2.09,0.40,9.76
3423,1.82,0.07,9.47
3424,1.94,0.57,9.76
3425,2.00,-0.52,8.83
3426,1.46,0.41,9.49
3427,1.72,0.89,10.38
3428,1.77,-0.44,9.90
3429,1.90,0.57,9.77
3430,2.17,-0.06,8.66
3431,2.51,0.17,9.32
3432,2.36,0.69,9.55
3433,2.65,-0.05,9.28
3434,2.29,0.62,9.72
3435,2.48,-0.33,9.34
3436,2.15,0.49,9.62
3437,2.48,0.55,9.65
3438,2.68,0.47,9.54
3439,2.70,0.85,9.58
3440,2.63,-0.44,8.86
3441,2.55,0.69,9.78
3442,2.88,0.14,9.02
3443,2.45,0.18,8.74
3444,2.13,0.70,10.13
3445,2.35,0.38,9.91
3446,2.61,-0.61,8.26
3447,2.08,0.84,9.91
3448,1.94,0.79,10.04
3449,2.22,-0.16,8.60
3450,1.61,0.63,10.52
3451,2.02,-0.11,9.12
3452,2.23,0.74,9.59
3453,2.99,0.60,9.63
3454,3.11,0.20,8.49
3455,1.83,0.77,10.16
3456,2.53,0.05,9.40
3457,2.62,0.38,9.16
3458,2.70,0.59,9.15
3459,2.96,0.16,8.95
3460,2.26,0.60,10.32
3461,2.41,-0.03,9.13
3462,2.31,0.35,9.45
